source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,type_gene_A_r,type_gene_B_r,MeanLR_r
Neural,Neural,CTCF,VCL,Transcription_Factor,Ligand,0.1630250960588455,Transcription Factor,Ligand,0.163025087889078
Neural,Neural,TEAD4,VCL,Transcription_Factor,Ligand,-0.1875178813934326,Transcription Factor,Ligand,-0.187517872093582
Neural,Neural,CEBPG,VCL,Transcription_Factor,Ligand,-0.1790531575679779,Transcription Factor,Ligand,-0.179053153709545
Neural,Neural,PROX1,EFNB1,Transcription_Factor,Ligand,-0.521087110042572,Transcription Factor,Ligand,-0.521087111729536
Neural,Neural,GTF2B,VCL,Transcription_Factor,Ligand,-0.1659780442714691,Transcription Factor,Ligand,-0.165978034201223
Neural,Neural,GATA3,COL6A3,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,ICAM4,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,IL16,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,LGALS3,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,PGF,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,SFRP2,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,SNCA,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,GATA3,VCL,Transcription_Factor,Ligand,0.1424964219331741,Transcription Factor,Ligand,0.142496402208884
Neural,Neural,EOMES,EFNB1,Transcription_Factor,Ligand,-0.1219028234481811,Transcription Factor,Ligand,-0.121902825019241
Neural,Neural,PRDM14,BAG6,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,COL6A3,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,EFNB1,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,IL16,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,LGALS3,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,NMU,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,SFRP2,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,PRDM14,SNCA,Transcription_Factor,Ligand,-0.0410461015999317,Transcription Factor,Ligand,-0.0410461044945246
Neural,Neural,SOX2,ADM,Transcription_Factor,Ligand,0.0170912686735391,Transcription Factor,Ligand,0.0170912675741666
Neural,Neural,SOX2,CXCL8,Transcription_Factor,Ligand,0.0170912686735391,Transcription Factor,Ligand,0.0170912675741666
Neural,Neural,SOX2,LMAN1,Transcription_Factor,Ligand,0.0170912686735391,Transcription Factor,Ligand,0.0170912675741666
Neural,Neural,SOX2,SEMA7A,Transcription_Factor,Ligand,0.0170912686735391,Transcription Factor,Ligand,0.0170912675741666
Neural,Neural,SRF,VCL,Transcription_Factor,Ligand,-0.5713078379631042,Transcription Factor,Ligand,-0.571307832255861
Neural,Neural,E2F4,ADM,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,CALR,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,FGF7,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,LGALS3,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,MIF,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,SEMA7A,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,E2F4,VCL,Transcription_Factor,Ligand,-0.1512487977743148,Transcription Factor,Ligand,-0.151248799228349
Neural,Neural,HSF1,HLA-G,Transcription_Factor,Ligand,0.2193323522806167,Transcription Factor,Ligand,0.219332337755777
Neural,Neural,ADNP,GDF15,Transcription_Factor,Ligand,0.3377811312675476,Transcription Factor,Ligand,0.33778112719094
Neural,Neural,ADNP,VCL,Transcription_Factor,Ligand,0.3377811312675476,Transcription Factor,Ligand,0.33778112719094
Neural,Neural,SEMA7A,ITGA1,Ligand,Receptor,0.140391794326036,Ligand,Receptor,0.140391794326036
Neural,Neural,HLA-A,APLP2,Ligand,Receptor,1.43488263594856,Ligand,Receptor,1.43488263594856
Neural,Neural,CD55,CR1,Ligand,Receptor,0.327104455615061,Ligand,Receptor,0.327104455615061
Neural,Neural,CDH1,PTPRF,Ligand,Receptor,0.0341357534686196,Ligand,Receptor,0.0341357534686196
Neural,Neural,B2M,TFRC,Ligand,Receptor,2.39694643231269,Ligand,Receptor,2.39694643231269
Neural,Neural,TNFSF13B,TFRC,Ligand,Receptor,0.359480782804264,Ligand,Receptor,0.359480782804264
Neural,Neural,TF,TFRC,Ligand,Receptor,0.360233847181849,Ligand,Receptor,0.360233847181849
Neural,Neural,C4B,CR1,Ligand,Receptor,0.0657514166636834,Ligand,Receptor,0.0657514166636834
Neural,Neural,BSG,SLC16A1,Ligand,Receptor,1.82979025917303,Ligand,Receptor,1.82979025917303
Neural,Neural,ADAM10,TSPAN5,Ligand,Receptor,0.164758977000889,Ligand,Receptor,0.164758977000889
Neural,Neural,CALM2,AQP1,Ligand,Receptor,0.574022967737311,Ligand,Receptor,0.574022967737311
Neural,Neural,ICAM4,RHAG,Ligand,Receptor,0.333507145390937,Ligand,Receptor,0.333507145390937
Neural,Neural,LGALS9,SLC1A5,Ligand,Receptor,0.34752323845333,Ligand,Receptor,0.34752323845333
Neural,MSC,LGALS9,LRP1,Ligand,Receptor,0.23725198086563,Ligand,Receptor,0.23725198086563
Neural,MSC,LGALS9,CD47,Ligand,Receptor,0.199877948616978,Ligand,Receptor,0.199877948616978
Neural,MSC,LGALS9,MRC2,Ligand,Receptor,0.256882144786372,Ligand,Receptor,0.256882144786372
Neural,MSC,ADAM10,TSPAN15,Ligand,Receptor,0.104832656203376,Ligand,Receptor,0.104832656203376
Neural,MSC,ADAM10,NOTCH2,Ligand,Receptor,0.124964598303109,Ligand,Receptor,0.124964598303109
Neural,MSC,SEMA7A,ITGA1,Ligand,Receptor,0.281104675792788,Ligand,Receptor,0.281104675792788
Neural,MSC,HLA-DQA1,CD4,Ligand,Receptor,0.0981327766251217,Ligand,Receptor,0.0981327766251217
Neural,MSC,HLA-DQA1,LAG3,Ligand,Receptor,0.0665798739199543,Ligand,Receptor,0.0665798739199543
Neural,MSC,HLA-A,ERBB2,Ligand,Receptor,1.40646622575487,Ligand,Receptor,1.40646622575487
Neural,MSC,HLA-A,APLP2,Ligand,Receptor,1.46313902428477,Ligand,Receptor,1.46313902428477
Neural,MSC,APP,LRP1,Ligand,Receptor,0.206992696632648,Ligand,Receptor,0.206992696632648
Neural,MSC,CD55,ADGRE5,Ligand,Receptor,0.318958275289501,Ligand,Receptor,0.318958275289501
Neural,MSC,CDH1,KLRG1,Ligand,Receptor,0.05543827885912,Ligand,Receptor,0.05543827885912
Neural,MSC,HLA-G,CD4,Ligand,Receptor,0.0962864030615244,Ligand,Receptor,0.0962864030615244
Neural,MSC,ADAM17,ITGB1,Ligand,Receptor,0.232981459741289,Ligand,Receptor,0.232981459741289
Neural,MSC,ADAM17,ITGA5,Ligand,Receptor,0.0993652494283747,Ligand,Receptor,0.0993652494283747
Neural,MSC,EFNB1,ERBB2,Ligand,Receptor,0.0713430928309905,Ligand,Receptor,0.0713430928309905
Neural,MSC,ICAM4,ITGB2,Ligand,Receptor,0.160378878074777,Ligand,Receptor,0.160378878074777
Neural,MSC,ICAM4,ITGB1,Ligand,Receptor,0.259171429632959,Ligand,Receptor,0.259171429632959
Neural,MSC,ICAM4,ITGAV,Ligand,Receptor,0.188451111440412,Ligand,Receptor,0.188451111440412
Neural,MSC,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.152363586086945,Ligand,Receptor,0.152363586086945
Neural,MSC,TNFSF13B,CD40,Ligand,Receptor,0.0787953653474474,Ligand,Receptor,0.0787953653474474
Neural,MSC,COL6A3,ITGA10,Ligand,Receptor,0.185429842077793,Ligand,Receptor,0.185429842077793
Neural,MSC,COL6A3,ITGA1,Ligand,Receptor,0.188186403108621,Ligand,Receptor,0.188186403108621
Neural,MSC,COL6A3,ITGA11,Ligand,Receptor,0.201158393777563,Ligand,Receptor,0.201158393777563
Neural,MSC,NPPA,NPR3,Ligand,Receptor,0.0517037097951211,Ligand,Receptor,0.0517037097951211
Neural,MSC,LGALS3,LAG3,Ligand,Receptor,0.405725879778024,Ligand,Receptor,0.405725879778024
Neural,MSC,FGF7,FGFR1,Ligand,Receptor,0.138124639296661,Ligand,Receptor,0.138124639296661
Neural,MSC,SNCA,LAG3,Ligand,Receptor,0.796239059512145,Ligand,Receptor,0.796239059512145
Neural,MSC,PGF,NRP2,Ligand,Receptor,0.234103677141284,Ligand,Receptor,0.234103677141284
Neural,MSC,IL16,CD4,Ligand,Receptor,0.0972093920343658,Ligand,Receptor,0.0972093920343658
Neural,MSC,SFRP2,FZD5,Ligand,Receptor,0.0824643513924276,Ligand,Receptor,0.0824643513924276
Neural,MSC,GDF15,TGFBR2,Ligand,Receptor,0.355783424356428,Ligand,Receptor,0.355783424356428
Neural,MSC,LTBP3,ITGB5,Ligand,Receptor,0.14192477039499,Ligand,Receptor,0.14192477039499
Neural,MSC,COL18A1,ITGA1,Ligand,Receptor,0.173311591692237,Ligand,Receptor,0.173311591692237
Neural,MSC,COL18A1,ITGA10,Ligand,Receptor,0.170555030661409,Ligand,Receptor,0.170555030661409
Neural,MSC,COL18A1,ITGA11,Ligand,Receptor,0.186283582361179,Ligand,Receptor,0.186283582361179
Neural,MSC,ARF1,INSR,Ligand,Receptor,0.539338545117338,Ligand,Receptor,0.539338545117338
Neural,MSC,PLAT,LRP1,Ligand,Receptor,0.206893902521066,Ligand,Receptor,0.206893902521066
Neural,MSC,TFPI,LRP1,Ligand,Receptor,0.23400213107043,Ligand,Receptor,0.23400213107043
Neural,MSC,TGM2,ITGB1,Ligand,Receptor,0.234224285998089,Ligand,Receptor,0.234224285998089
Neural,MSC,A2M,LRP1,Ligand,Receptor,0.205815681079465,Ligand,Receptor,0.205815681079465
Neural,MSC,LRPAP1,LRP1,Ligand,Receptor,0.248019869011192,Ligand,Receptor,0.248019869011192
Neural,MSC,C1QB,LRP1,Ligand,Receptor,0.210410022195951,Ligand,Receptor,0.210410022195951
Neural,MSC,PSAP,LRP1,Ligand,Receptor,0.380873239115753,Ligand,Receptor,0.380873239115753
Neural,MSC,PSEN1,NOTCH2,Ligand,Receptor,0.103119999717018,Ligand,Receptor,0.103119999717018
Neural,MSC,PSEN1,NOTCH3,Ligand,Receptor,0.260973077113396,Ligand,Receptor,0.260973077113396
Neural,MSC,COL18A1,ITGA5,Ligand,Receptor,0.0980713318458865,Ligand,Receptor,0.0980713318458865
Neural,MSC,CALM2,INSR,Ligand,Receptor,0.612038092271689,Ligand,Receptor,0.612038092271689
Neural,MSC,ITGB3BP,ITGB5,Ligand,Receptor,0.126304746986334,Ligand,Receptor,0.126304746986334
Neural,MSC,VCL,ITGB5,Ligand,Receptor,0.1280449633131,Ligand,Receptor,0.1280449633131
Neural,MSC,LMAN1,MCFD2,Ligand,Receptor,0.137900393002017,Ligand,Receptor,0.137900393002017
Neural,MSC,HSP90B1,LRP1,Ligand,Receptor,0.202719601757393,Ligand,Receptor,0.202719601757393
Neural,MSC,COL18A1,ITGB5,Ligand,Receptor,0.128484726810983,Ligand,Receptor,0.128484726810983
Neural,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.298589422681155,Ligand,Receptor,0.298589422681155
Neural,MSC,NAMPT,ITGA5,Ligand,Receptor,0.178017429864557,Ligand,Receptor,0.178017429864557
Neural,MSC,LGALS3,ENG,Ligand,Receptor,0.588563980282477,Ligand,Receptor,0.588563980282477
Neural,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.140487289624367,Ligand,Receptor,0.140487289624367
Neural,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.228585577760866,Ligand,Receptor,0.228585577760866
Neural,Megakaryocyte,HLA-A,APLP2,Ligand,Receptor,1.39539506388993,Ligand,Receptor,1.39539506388993
Neural,Megakaryocyte,APP,CD74,Ligand,Receptor,0.518382818706906,Ligand,Receptor,0.518382818706906
Neural,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.835851631684031,Ligand,Receptor,0.835851631684031
Neural,Megakaryocyte,BAG6,NCR3,Ligand,Receptor,0.107778094116645,Ligand,Receptor,0.107778094116645
Neural,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,0.34620366385255,Ligand,Receptor,0.34620366385255
Neural,Megakaryocyte,ICAM4,ITGB1,Ligand,Receptor,0.37239363374422,Ligand,Receptor,0.37239363374422
Neural,Megakaryocyte,ICAM4,ITGA2B,Ligand,Receptor,0.393846889285246,Ligand,Receptor,0.393846889285246
Neural,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,0.0710061032638595,Ligand,Receptor,0.0710061032638595
Neural,Megakaryocyte,CXCL8,ADRA2A,Ligand,Receptor,0.0285694680901772,Ligand,Receptor,0.0285694680901772
Neural,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.325120816580615,Ligand,Receptor,0.325120816580615
Neural,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,0.438801095715754,Ligand,Receptor,0.438801095715754
Neural,Megakaryocyte,ADM,RAMP1,Ligand,Receptor,0.132171242458378,Ligand,Receptor,0.132171242458378
Neural,Megakaryocyte,NMU,ADRA2A,Ligand,Receptor,0.0308646598273596,Ligand,Receptor,0.0308646598273596
Neural,Megakaryocyte,COPA,CD74,Ligand,Receptor,0.516603532478783,Ligand,Receptor,0.516603532478783
Neural,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.345765223121383,Ligand,Receptor,0.345765223121383
Neural,Megakaryocyte,IL16,CD9,Ligand,Receptor,0.734177597664409,Ligand,Receptor,0.734177597664409
Neural,Megakaryocyte,ARF1,INSR,Ligand,Receptor,0.504741838419107,Ligand,Receptor,0.504741838419107
Neural,Megakaryocyte,TIMP1,CD63,Ligand,Receptor,0.847051663616683,Ligand,Receptor,0.847051663616683
Neural,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,0.34744649010935,Ligand,Receptor,0.34744649010935
Neural,Megakaryocyte,BSG,SLC16A1,Ligand,Receptor,1.75330179424795,Ligand,Receptor,1.75330179424795
Neural,Megakaryocyte,CALM1,MYLK,Ligand,Receptor,0.250036881894251,Ligand,Receptor,0.250036881894251
Neural,Megakaryocyte,CALM2,MYLK,Ligand,Receptor,0.746299057465361,Ligand,Receptor,0.746299057465361
Neural,Megakaryocyte,C5,ADRA2A,Ligand,Receptor,0.0545239673175454,Ligand,Receptor,0.0545239673175454
Neural,Megakaryocyte,CALM2,GP6,Ligand,Receptor,0.644471960042525,Ligand,Receptor,0.644471960042525
Neural,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,0.0595530972399752,Ligand,Receptor,0.0595530972399752
Neural,Fibroblast,ADAM10,TSPAN17,Ligand,Receptor,0.254101844441099,Ligand,Receptor,0.254101844441099
Neural,Fibroblast,HLA-A,APLP2,Ligand,Receptor,1.41238278130049,Ligand,Receptor,1.41238278130049
Neural,Fibroblast,APP,CD74,Ligand,Receptor,0.517558564332214,Ligand,Receptor,0.517558564332214
Neural,Fibroblast,APP,RPSA,Ligand,Receptor,0.705402726438991,Ligand,Receptor,0.705402726438991
Neural,Fibroblast,CD55,ADGRE5,Ligand,Receptor,0.348193458220003,Ligand,Receptor,0.348193458220003
Neural,Fibroblast,CXCL8,CD79A,Ligand,Receptor,0.0766937041641092,Ligand,Receptor,0.0766937041641092
Neural,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.311740214289699,Ligand,Receptor,0.311740214289699
Neural,Fibroblast,COPA,CD74,Ligand,Receptor,0.51577927810409,Ligand,Receptor,0.51577927810409
Neural,Fibroblast,ARF1,INSR,Ligand,Receptor,0.533497505669845,Ligand,Receptor,0.533497505669845
Neural,Fibroblast,C1QB,C1QBP,Ligand,Receptor,0.247069149016929,Ligand,Receptor,0.247069149016929
Neural,Fibroblast,CALM2,INSR,Ligand,Receptor,0.606197052824195,Ligand,Receptor,0.606197052824195
Neural,Fibroblast,CALM2,GP6,Ligand,Receptor,0.570109864611559,Ligand,Receptor,0.570109864611559
Neural,Fibroblast,CALM2,AQP1,Ligand,Receptor,0.598648670824564,Ligand,Receptor,0.598648670824564
Neural,Fibroblast,LGALS3,ENG,Ligand,Receptor,0.566507537737738,Ligand,Receptor,0.566507537737738
Neural,Myeloid,CD55,ADGRE5,Ligand,Receptor,0.343717665227742,Ligand,Receptor,0.343717665227742
Neural,Myeloid,ICAM4,ITGB2,Ligand,Receptor,0.233162530763079,Ligand,Receptor,0.233162530763079
MSC,Neural,APP,APLP2,Ligand,Receptor,0.209582364030465,Ligand,Receptor,0.209582364030465
MSC,Neural,APP,LRP10,Ligand,Receptor,0.253902870181654,Ligand,Receptor,0.253902870181654
MSC,Neural,APP,NCSTN,Ligand,Receptor,0.132819181619513,Ligand,Receptor,0.132819181619513
MSC,Neural,ITGB2,CD226,Ligand,Receptor,0.135682814699853,Ligand,Receptor,0.135682814699853
MSC,Neural,THBS1,CD36,Ligand,Receptor,0.391180976146295,Ligand,Receptor,0.391180976146295
MSC,Neural,THBS1,CD47,Ligand,Receptor,0.297739805395299,Ligand,Receptor,0.297739805395299
MSC,Neural,THBS1,SCARB1,Ligand,Receptor,0.297831464707814,Ligand,Receptor,0.297831464707814
MSC,Neural,TNFSF13B,TFRC,Ligand,Receptor,0.391331866410137,Ligand,Receptor,0.391331866410137
MSC,Neural,COL1A1,ITGA1,Ligand,Receptor,0.660394807251249,Ligand,Receptor,0.660394807251249
MSC,Neural,COL1A1,CD44,Ligand,Receptor,0.742607518064707,Ligand,Receptor,0.742607518064707
MSC,Neural,COL1A1,CD36,Ligand,Receptor,0.761426270920593,Ligand,Receptor,0.761426270920593
MSC,Neural,COL4A1,ITGA1,Ligand,Receptor,0.114465455664629,Ligand,Receptor,0.114465455664629
MSC,Neural,COL4A1,CD44,Ligand,Receptor,0.196678166478087,Ligand,Receptor,0.196678166478087
MSC,Neural,FN1,CD79A,Ligand,Receptor,0.350680032899365,Ligand,Receptor,0.350680032899365
MSC,Neural,FN1,CD44,Ligand,Receptor,0.44016747649466,Ligand,Receptor,0.44016747649466
MSC,Neural,LAMB1,CD44,Ligand,Receptor,0.175586893415076,Ligand,Receptor,0.175586893415076
MSC,Neural,COL1A2,ITGA1,Ligand,Receptor,0.682854638264266,Ligand,Receptor,0.682854638264266
MSC,Neural,COL1A2,CD44,Ligand,Receptor,0.765067349077724,Ligand,Receptor,0.765067349077724
MSC,Neural,COL1A2,CD36,Ligand,Receptor,0.78388610193361,Ligand,Receptor,0.78388610193361
MSC,Neural,COL4A2,CD44,Ligand,Receptor,0.163403290255439,Ligand,Receptor,0.163403290255439
MSC,Neural,COL6A1,ITGA1,Ligand,Receptor,0.248208205631229,Ligand,Receptor,0.248208205631229
MSC,Neural,COL6A1,CD44,Ligand,Receptor,0.330420916444687,Ligand,Receptor,0.330420916444687
MSC,Neural,COL6A2,ITGA1,Ligand,Receptor,0.533609286200208,Ligand,Receptor,0.533609286200208
MSC,Neural,COL6A2,CD44,Ligand,Receptor,0.615821997013665,Ligand,Receptor,0.615821997013665
MSC,Neural,COL6A3,ITGA1,Ligand,Receptor,0.36340967528952,Ligand,Receptor,0.36340967528952
MSC,Neural,COL6A3,CD44,Ligand,Receptor,0.445622386102978,Ligand,Receptor,0.445622386102978
MSC,Neural,THBS2,CD36,Ligand,Receptor,0.238857303457486,Ligand,Receptor,0.238857303457486
MSC,Neural,LAMB2,CD44,Ligand,Receptor,0.174534471654386,Ligand,Receptor,0.174534471654386
MSC,Neural,LAMA4,CD44,Ligand,Receptor,0.359779773764762,Ligand,Receptor,0.359779773764762
MSC,Neural,HP,CD163,Ligand,Receptor,0.0878904466703023,Ligand,Receptor,0.0878904466703023
MSC,Neural,APOE,SCARB1,Ligand,Receptor,1.11861069568597,Ligand,Receptor,1.11861069568597
MSC,Neural,TF,TFRC,Ligand,Receptor,0.558628198453766,Ligand,Receptor,0.558628198453766
MSC,Neural,TF,TFR2,Ligand,Receptor,0.309274739663304,Ligand,Receptor,0.309274739663304
MSC,Neural,LGALS1,ITGB1,Ligand,Receptor,0.68935251396511,Ligand,Receptor,0.68935251396511
MSC,Neural,SPP1,CD44,Ligand,Receptor,0.155088549468214,Ligand,Receptor,0.155088549468214
MSC,Neural,CCL2,ACKR1,Ligand,Receptor,0.296573962892846,Ligand,Receptor,0.296573962892846
MSC,Neural,VCAN,ITGB1,Ligand,Receptor,0.749787560938936,Ligand,Receptor,0.749787560938936
MSC,Neural,VCAN,CD44,Ligand,Receptor,0.82822563818463,Ligand,Receptor,0.82822563818463
MSC,Neural,HGF,ITGB1,Ligand,Receptor,0.278753274417005,Ligand,Receptor,0.278753274417005
MSC,Neural,HGF,CD44,Ligand,Receptor,0.357191351662699,Ligand,Receptor,0.357191351662699
